condition,condition_group,age_group,year,month,condition_n,condition_group_n,age_group_n,group_by_organ,COVID_deaths_rate,NON_COVID_deaths_rate_Female,NON_COVID_deaths_rate_male,NON_COVID_death_rate,Total_death,COVID_propotion
Circulatory diseases,Cardiac arrhythmia,65-74,2020,8,3,5,6,4,324,0,0,0,324,100%
Circulatory diseases,Cardiac arrhythmia,75-84,2020,8,3,5,7,4,615,0,0,0,615,100%
Circulatory diseases,Cardiac arrhythmia,85+,2020,8,3,5,8,4,642,0,0,0,642,100%
Circulatory diseases,Cerebrovascular diseases,0-24,2020,8,3,6,1,4,0,16,16,32,32,0%
Circulatory diseases,Cerebrovascular diseases,25-34,2020,8,3,6,2,4,0,20,24,44,44,0%
Circulatory diseases,Cerebrovascular diseases,35-44,2020,8,3,6,3,4,0,78,90,168,168,0%
Circulatory diseases,Cerebrovascular diseases,45-54,2020,8,3,6,4,4,28,192,299,491,519,5%
Circulatory diseases,Cerebrovascular diseases,55-64,2020,8,3,6,5,4,81,506,655,1161,1242,7%
Circulatory diseases,Cerebrovascular diseases,65-74,2020,8,3,6,6,4,263,1022,1099,2121,2384,11%
Circulatory diseases,Cerebrovascular diseases,75-84,2020,8,3,6,7,4,354,1946,1685,3631,3985,9%
Circulatory diseases,Cerebrovascular diseases,85+,2020,8,3,6,8,4,342,3640,1807,5447,5789,6%
Circulatory diseases,Heart failure,0-24,2020,8,3,10,1,4,0,58,75,133,133,0%
Circulatory diseases,Heart failure,25-34,2020,8,3,10,2,4,0,112,234,346,346,0%
Circulatory diseases,Heart failure,35-44,2020,8,3,10,3,4,0,347,725,1072,1072,0%
Circulatory diseases,Heart failure,45-54,2020,8,3,10,4,4,22,870,2083,2953,2975,1%
Circulatory diseases,Heart failure,55-64,2020,8,3,10,5,4,105,2231,5244,7475,7580,1%
Circulatory diseases,Heart failure,65-74,2020,8,3,10,6,4,273,3943,7210,11153,11426,2%
Circulatory diseases,Heart failure,75-84,2020,8,3,10,7,4,514,5955,7462,13417,13931,4%
Circulatory diseases,Heart failure,85+,2020,8,3,10,8,4,720,11723,7965,19688,20408,4%
Circulatory diseases,Hypertensive diseases,0-24,2020,8,3,11,1,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,25-34,2020,8,3,11,2,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,35-44,2020,8,3,11,3,2,36,0,0,0,36,100%
Circulatory diseases,Hypertensive diseases,45-54,2020,8,3,11,4,2,220,0,0,0,220,100%
Circulatory diseases,Hypertensive diseases,55-64,2020,8,3,11,5,2,747,0,0,0,747,100%
Circulatory diseases,Hypertensive diseases,65-74,2020,8,3,11,6,2,1428,0,0,0,1428,100%
Circulatory diseases,Hypertensive diseases,75-84,2020,8,3,11,7,2,1809,0,0,0,1809,100%
Circulatory diseases,Hypertensive diseases,85+,2020,8,3,11,8,2,1843,0,0,0,1843,100%
Circulatory diseases,Ischemic heart disease,0-24,2020,8,3,14,1,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,25-34,2020,8,3,14,2,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,35-44,2020,8,3,14,3,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,45-54,2020,8,3,14,4,4,49,0,0,0,49,100%
Circulatory diseases,Ischemic heart disease,55-64,2020,8,3,14,5,4,240,0,0,0,240,100%
Circulatory diseases,Ischemic heart disease,65-74,2020,8,3,14,6,4,671,0,0,0,671,100%
Circulatory diseases,Ischemic heart disease,75-84,2020,8,3,14,7,4,1039,0,0,0,1039,100%
Circulatory diseases,Ischemic heart disease,85+,2020,8,3,14,8,4,1056,0,0,0,1056,100%
Circulatory diseases,Other diseases of the circulatory system,0-24,2020,8,3,17,1,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,25-34,2020,8,3,17,2,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,35-44,2020,8,3,17,3,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,45-54,2020,8,3,17,4,2,41,0,0,0,41,100%
Circulatory diseases,Other diseases of the circulatory system,55-64,2020,8,3,17,5,2,148,0,0,0,148,100%
Circulatory diseases,Other diseases of the circulatory system,65-74,2020,8,3,17,6,2,347,0,0,0,347,100%
Circulatory diseases,Other diseases of the circulatory system,75-84,2020,8,3,17,7,2,332,0,0,0,332,100%
Circulatory diseases,Other diseases of the circulatory system,85+,2020,8,3,17,8,2,355,0,0,0,355,100%
COVID-19,COVID-19,0-24,2020,8,4,8,1,2,41,1150,1359,2509,2550,2%
COVID-19,COVID-19,25-34,2020,8,4,8,2,2,130,892,1260,2152,2282,6%
COVID-19,COVID-19,35-44,2020,8,4,8,3,2,509,2157,3101,5258,5767,9%
COVID-19,COVID-19,45-54,2020,8,4,8,4,2,1618,5197,7832,13029,14647,11%
COVID-19,COVID-19,55-64,2020,8,4,8,5,2,4111,13552,20181,33733,37844,11%
COVID-19,COVID-19,65-74,2020,8,4,8,6,2,6890,22681,31025,53706,60596,11%
COVID-19,COVID-19,75-84,2020,8,4,8,7,2,8092,31204,33326,64530,72622,11%
COVID-19,COVID-19,85+,2020,8,4,8,8,2,8106,46976,29288,76264,84370,10%
Diabetes,Diabetes,0-24,2020,8,5,9,1,5,0,16,17,33,33,0%
Diabetes,Diabetes,25-34,2020,8,5,9,2,5,0,46,56,102,102,0%
Diabetes,Diabetes,35-44,2020,8,5,9,3,5,70,102,157,259,329,21%
Diabetes,Diabetes,45-54,2020,8,5,9,4,5,270,227,412,639,909,30%
Diabetes,Diabetes,55-64,2020,8,5,9,5,5,856,521,881,1402,2258,38%
Diabetes,Diabetes,65-74,2020,8,5,9,6,5,1430,906,1271,2177,3607,40%
Diabetes,Diabetes,75-84,2020,8,5,9,7,5,1452,952,1132,2084,3536,41%
Diabetes,Diabetes,85+,2020,8,5,9,8,5,897,894,711,1605,2502,36%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,2020,8,6,13,1,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,2020,8,6,13,2,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,2020,8,6,13,3,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,2020,8,6,13,4,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,2020,8,6,13,5,6,22,0,0,0,22,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,2020,8,6,13,6,6,38,0,0,0,38,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2020,8,6,13,7,6,43,0,0,0,43,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,2020,8,6,13,8,6,66,0,0,0,66,100%
Malignant neoplasms,Malignant neoplasms,0-24,2020,8,7,15,1,7,0,90,110,200,200,0%
Malignant neoplasms,Malignant neoplasms,25-34,2020,8,7,15,2,7,0,174,123,297,297,0%
Malignant neoplasms,Malignant neoplasms,35-44,2020,8,7,15,3,7,0,497,395,892,892,0%
Malignant neoplasms,Malignant neoplasms,45-54,2020,8,7,15,4,7,27,1520,1391,2911,2938,1%
Malignant neoplasms,Malignant neoplasms,55-64,2020,8,7,15,5,7,82,4426,5013,9439,9521,1%
Malignant neoplasms,Malignant neoplasms,65-74,2020,8,7,15,6,7,216,6555,8382,14937,15153,1%
Malignant neoplasms,Malignant neoplasms,75-84,2020,8,7,15,7,7,183,6474,7384,13858,14041,1%
Malignant neoplasms,Malignant neoplasms,85+,2020,8,7,15,8,7,191,4481,4193,8674,8865,2%
Obesity,Obesity,0-24,2020,8,8,16,1,7,0,0,0,0,0,0%
Obesity,Obesity,25-34,2020,8,8,16,2,7,24,0,0,0,24,100%
Obesity,Obesity,35-44,2020,8,8,16,3,7,78,0,0,0,78,100%
Obesity,Obesity,45-54,2020,8,8,16,4,7,153,0,0,0,153,100%
Obesity,Obesity,55-64,2020,8,8,16,5,7,277,0,0,0,277,100%
Obesity,Obesity,65-74,2020,8,8,16,6,7,291,0,0,0,291,100%
Obesity,Obesity,75-84,2020,8,8,16,7,7,116,0,0,0,116,100%
Obesity,Obesity,85+,2020,8,8,16,8,7,14,0,0,0,14,100%
Renal failure,Renal failure,0-24,2020,8,9,19,1,6,0,3,6,9,9,0%
Renal failure,Renal failure,25-34,2020,8,9,19,2,6,0,13,17,30,30,0%
Renal failure,Renal failure,35-44,2020,8,9,19,3,6,32,31,45,76,108,30%
Renal failure,Renal failure,45-54,2020,8,9,19,4,6,133,88,114,202,335,40%
Renal failure,Renal failure,55-64,2020,8,9,19,5,6,443,213,305,518,961,46%
Renal failure,Renal failure,65-74,2020,8,9,19,6,6,748,449,461,910,1658,45%
Renal failure,Renal failure,75-84,2020,8,9,19,7,6,714,549,627,1176,1890,38%
Renal failure,Renal failure,85+,2020,8,9,19,8,6,464,738,567,1305,1769,26%
Respiratory diseases,Adult respiratory distress syndrome,0-24,2020,8,10,1,1,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,25-34,2020,8,10,1,2,7,12,0,0,0,12,100%
Respiratory diseases,Adult respiratory distress syndrome,35-44,2020,8,10,1,3,7,36,0,0,0,36,100%
Respiratory diseases,Adult respiratory distress syndrome,45-54,2020,8,10,1,4,7,208,0,0,0,208,100%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2020,8,10,1,5,7,569,0,0,0,569,100%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2020,8,10,1,6,7,835,0,0,0,835,100%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2020,8,10,1,7,7,659,0,0,0,659,100%
Respiratory diseases,Adult respiratory distress syndrome,85+,2020,8,10,1,8,7,366,0,0,0,366,100%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2020,8,10,7,1,1,0,18,12,30,30,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2020,8,10,7,2,1,0,10,11,21,21,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2020,8,10,7,3,1,0,23,17,40,40,0%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2020,8,10,7,4,1,15,140,136,276,291,5%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2020,8,10,7,5,1,182,720,754,1474,1656,11%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2020,8,10,7,6,1,605,1355,1569,2924,3529,17%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2020,8,10,7,7,1,804,1925,1841,3766,4570,18%
Respiratory diseases,Chronic lower respiratory diseases,85+,2020,8,10,7,8,1,610,1792,1195,2987,3597,17%
Respiratory diseases,Influenza and pneumonia,0-24,2020,8,10,12,1,1,0,6,9,15,15,0%
Respiratory diseases,Influenza and pneumonia,25-34,2020,8,10,12,2,1,56,10,20,30,86,65%
Respiratory diseases,Influenza and pneumonia,35-44,2020,8,10,12,3,1,224,31,40,71,295,76%
Respiratory diseases,Influenza and pneumonia,45-54,2020,8,10,12,4,1,805,61,92,153,958,84%
Respiratory diseases,Influenza and pneumonia,55-64,2020,8,10,12,5,1,2125,149,218,367,2492,85%
Respiratory diseases,Influenza and pneumonia,65-74,2020,8,10,12,6,1,3449,296,398,694,4143,83%
Respiratory diseases,Influenza and pneumonia,75-84,2020,8,10,12,7,1,3778,412,445,857,4635,82%
Respiratory diseases,Influenza and pneumonia,85+,2020,8,10,12,8,1,3177,564,460,1024,4201,76%
Respiratory diseases,Other diseases of the respiratory system,0-24,2020,8,10,18,1,1,0,15,18,33,33,0%
Respiratory diseases,Other diseases of the respiratory system,25-34,2020,8,10,18,2,1,0,12,19,31,31,0%
Respiratory diseases,Other diseases of the respiratory system,35-44,2020,8,10,18,3,1,0,28,36,64,64,0%
Respiratory diseases,Other diseases of the respiratory system,45-54,2020,8,10,18,4,1,32,62,66,128,160,20%
Respiratory diseases,Other diseases of the respiratory system,55-64,2020,8,10,18,5,1,127,202,213,415,542,23%
Respiratory diseases,Other diseases of the respiratory system,65-74,2020,8,10,18,6,1,215,339,454,793,1008,21%
Respiratory diseases,Other diseases of the respiratory system,75-84,2020,8,10,18,7,1,226,505,532,1037,1263,18%
Respiratory diseases,Other diseases of the respiratory system,85+,2020,8,10,18,8,1,163,484,405,889,1052,15%
Respiratory diseases,Respiratory arrest,0-24,2020,8,10,20,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,25-34,2020,8,10,20,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,35-44,2020,8,10,20,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,45-54,2020,8,10,20,4,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,55-64,2020,8,10,20,5,1,36,0,0,0,36,100%
Respiratory diseases,Respiratory arrest,65-74,2020,8,10,20,6,1,71,0,0,0,71,100%
Respiratory diseases,Respiratory arrest,75-84,2020,8,10,20,7,1,74,0,0,0,74,100%
Respiratory diseases,Respiratory arrest,85+,2020,8,10,20,8,1,101,0,0,0,101,100%
Respiratory diseases,Respiratory failure,0-24,2020,8,10,21,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,25-34,2020,8,10,21,2,1,24,0,0,0,24,100%
Respiratory diseases,Respiratory failure,35-44,2020,8,10,21,3,1,152,0,0,0,152,100%
Respiratory diseases,Respiratory failure,45-54,2020,8,10,21,4,1,595,0,0,0,595,100%
Respiratory diseases,Respiratory failure,55-64,2020,8,10,21,5,1,1589,0,0,0,1589,100%
Respiratory diseases,Respiratory failure,65-74,2020,8,10,21,6,1,2702,0,0,0,2702,100%
Respiratory diseases,Respiratory failure,75-84,2020,8,10,21,7,1,2982,0,0,0,2982,100%
Respiratory diseases,Respiratory failure,85+,2020,8,10,21,8,1,2453,0,0,0,2453,100%
Sepsis,Sepsis,0-24,2020,8,11,22,1,2,0,7,13,20,20,0%
Sepsis,Sepsis,25-34,2020,8,11,22,2,2,0,13,14,27,27,0%
Sepsis,Sepsis,35-44,2020,8,11,22,3,2,34,43,46,89,123,28%
Sepsis,Sepsis,45-54,2020,8,11,22,4,2,236,101,93,194,430,55%
Sepsis,Sepsis,55-64,2020,8,11,22,5,2,557,232,275,507,1064,52%
Sepsis,Sepsis,65-74,2020,8,11,22,6,2,926,380,421,801,1727,54%
Sepsis,Sepsis,75-84,2020,8,11,22,7,2,840,438,417,855,1695,50%
Sepsis,Sepsis,85+,2020,8,11,22,8,2,465,462,316,778,1243,37%
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,2020,8,12,23,1,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,2020,8,12,23,2,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,2020,8,12,23,3,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2020,8,12,23,4,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,2020,8,12,23,5,4,12,0,0,0,12,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2020,8,12,23,6,4,170,0,0,0,170,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2020,8,12,23,7,4,959,0,0,0,959,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2020,8,12,23,8,4,1761,0,0,0,1761,100%
All other conditions and causes (residual),All other conditions and causes (residual),0-24,2020,9,1,2,1,7,0,124,184,308,308,0%
All other conditions and causes (residual),All other conditions and causes (residual),25-34,2020,9,1,2,2,7,24,34,73,107,131,18%
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2020,9,1,2,3,7,73,54,86,140,213,34%
All other conditions and causes (residual),All other conditions and causes (residual),45-54,2020,9,1,2,4,7,250,59,110,169,419,60%
All other conditions and causes (residual),All other conditions and causes (residual),55-64,2020,9,1,2,5,7,929,94,193,287,1216,76%
All other conditions and causes (residual),All other conditions and causes (residual),65-74,2020,9,1,2,6,7,1789,170,211,381,2170,82%
All other conditions and causes (residual),All other conditions and causes (residual),75-84,2020,9,1,2,7,7,2074,235,189,424,2498,83%
All other conditions and causes (residual),All other conditions and causes (residual),85+,2020,9,1,2,8,7,2074,621,291,912,2986,69%
Alzheimer disease,Alzheimer disease,0-24,2020,9,2,3,1,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,25-34,2020,9,2,3,2,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,35-44,2020,9,2,3,3,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,45-54,2020,9,2,3,4,3,0,3,6,9,9,0%
Alzheimer disease,Alzheimer disease,55-64,2020,9,2,3,5,3,0,62,44,106,106,0%
Alzheimer disease,Alzheimer disease,65-74,2020,9,2,3,6,3,0,472,310,782,782,0%
Alzheimer disease,Alzheimer disease,75-84,2020,9,2,3,7,3,161,1871,1035,2906,3067,5%
Alzheimer disease,Alzheimer disease,85+,2020,9,2,3,8,3,438,4901,1771,6672,7110,6%
Circulatory diseases,Cardiac arrest,0-24,2020,9,3,4,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,25-34,2020,9,3,4,2,4,11,0,0,0,11,100%
Circulatory diseases,Cardiac arrest,35-44,2020,9,3,4,3,4,17,0,0,0,17,100%
Circulatory diseases,Cardiac arrest,45-54,2020,9,3,4,4,4,60,0,0,0,60,100%
Circulatory diseases,Cardiac arrest,55-64,2020,9,3,4,5,4,202,0,0,0,202,100%
Circulatory diseases,Cardiac arrest,65-74,2020,9,3,4,6,4,443,0,0,0,443,100%
Circulatory diseases,Cardiac arrest,75-84,2020,9,3,4,7,4,397,0,0,0,397,100%
Circulatory diseases,Cardiac arrest,85+,2020,9,3,4,8,4,353,0,0,0,353,100%
Circulatory diseases,Cardiac arrhythmia,0-24,2020,9,3,5,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,25-34,2020,9,3,5,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,35-44,2020,9,3,5,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,45-54,2020,9,3,5,4,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,55-64,2020,9,3,5,5,4,43,0,0,0,43,100%
Circulatory diseases,Cardiac arrhythmia,65-74,2020,9,3,5,6,4,154,0,0,0,154,100%
Circulatory diseases,Cardiac arrhythmia,75-84,2020,9,3,5,7,4,366,0,0,0,366,100%
Circulatory diseases,Cardiac arrhythmia,85+,2020,9,3,5,8,4,393,0,0,0,393,100%
Circulatory diseases,Cerebrovascular diseases,0-24,2020,9,3,6,1,4,0,20,17,37,37,0%
Circulatory diseases,Cerebrovascular diseases,25-34,2020,9,3,6,2,4,0,27,34,61,61,0%
Circulatory diseases,Cerebrovascular diseases,35-44,2020,9,3,6,3,4,0,59,89,148,148,0%
Circulatory diseases,Cerebrovascular diseases,45-54,2020,9,3,6,4,4,13,204,274,478,491,3%
Circulatory diseases,Cerebrovascular diseases,55-64,2020,9,3,6,5,4,57,464,593,1057,1114,5%
Circulatory diseases,Cerebrovascular diseases,65-74,2020,9,3,6,6,4,134,970,1171,2141,2275,6%
Circulatory diseases,Cerebrovascular diseases,75-84,2020,9,3,6,7,4,206,1852,1625,3477,3683,6%
Circulatory diseases,Cerebrovascular diseases,85+,2020,9,3,6,8,4,199,3576,1792,5368,5567,4%
Circulatory diseases,Heart failure,0-24,2020,9,3,10,1,4,0,47,70,117,117,0%
Circulatory diseases,Heart failure,25-34,2020,9,3,10,2,4,0,109,215,324,324,0%
Circulatory diseases,Heart failure,35-44,2020,9,3,10,3,4,0,294,650,944,944,0%
Circulatory diseases,Heart failure,45-54,2020,9,3,10,4,4,11,797,1939,2736,2747,0%
Circulatory diseases,Heart failure,55-64,2020,9,3,10,5,4,39,2126,4839,6965,7004,1%
Circulatory diseases,Heart failure,65-74,2020,9,3,10,6,4,145,3794,6782,10576,10721,1%
Circulatory diseases,Heart failure,75-84,2020,9,3,10,7,4,325,5671,7283,12954,13279,2%
Circulatory diseases,Heart failure,85+,2020,9,3,10,8,4,524,11443,7814,19257,19781,3%
Circulatory diseases,Hypertensive diseases,0-24,2020,9,3,11,1,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,25-34,2020,9,3,11,2,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,35-44,2020,9,3,11,3,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,45-54,2020,9,3,11,4,2,67,0,0,0,67,100%
Circulatory diseases,Hypertensive diseases,55-64,2020,9,3,11,5,2,324,0,0,0,324,100%
Circulatory diseases,Hypertensive diseases,65-74,2020,9,3,11,6,2,675,0,0,0,675,100%
Circulatory diseases,Hypertensive diseases,75-84,2020,9,3,11,7,2,857,0,0,0,857,100%
Circulatory diseases,Hypertensive diseases,85+,2020,9,3,11,8,2,978,0,0,0,978,100%
Circulatory diseases,Ischemic heart disease,0-24,2020,9,3,14,1,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,25-34,2020,9,3,14,2,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,35-44,2020,9,3,14,3,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,45-54,2020,9,3,14,4,4,12,0,0,0,12,100%
Circulatory diseases,Ischemic heart disease,55-64,2020,9,3,14,5,4,90,0,0,0,90,100%
Circulatory diseases,Ischemic heart disease,65-74,2020,9,3,14,6,4,341,0,0,0,341,100%
Circulatory diseases,Ischemic heart disease,75-84,2020,9,3,14,7,4,565,0,0,0,565,100%
Circulatory diseases,Ischemic heart disease,85+,2020,9,3,14,8,4,590,0,0,0,590,100%
Circulatory diseases,Other diseases of the circulatory system,0-24,2020,9,3,17,1,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,25-34,2020,9,3,17,2,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,35-44,2020,9,3,17,3,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,45-54,2020,9,3,17,4,2,32,0,0,0,32,100%
Circulatory diseases,Other diseases of the circulatory system,55-64,2020,9,3,17,5,2,60,0,0,0,60,100%
Circulatory diseases,Other diseases of the circulatory system,65-74,2020,9,3,17,6,2,165,0,0,0,165,100%
Circulatory diseases,Other diseases of the circulatory system,75-84,2020,9,3,17,7,2,237,0,0,0,237,100%
Circulatory diseases,Other diseases of the circulatory system,85+,2020,9,3,17,8,2,215,0,0,0,215,100%
